symbol,timestamp,open,high,low,close,volume,trade_count,vwap
TSLA,2023-01-03 09:00:00+00:00,120.02,121.23,115.94,118.52,1306706.0,23811.0,118.602868
TSLA,2023-01-03 10:00:00+00:00,118.53,120.5,118.2,120.38,568635.0,10144.0,119.218146
TSLA,2023-01-03 11:00:00+00:00,120.28,120.5,117.95,118.61,547403.0,10952.0,119.279563
TSLA,2023-01-03 12:00:00+00:00,118.63,118.99,116.61,118.28,1529445.0,24932.0,117.631187
TSLA,2023-01-03 13:00:00+00:00,118.32,121.9,116.61,118.93,2886437.0,36885.0,118.179245
TSLA,2023-01-03 14:00:00+00:00,118.82,119.51,111.61,111.63,39383903.0,493963.0,115.25707
TSLA,2023-01-03 15:00:00+00:00,111.65,112.31,110.26,110.9106,36428393.0,413971.0,111.262043
TSLA,2023-01-03 16:00:00+00:00,110.9123,111.03,105.6,106.7071,38355702.0,448781.0,108.088076
TSLA,2023-01-03 17:00:00+00:00,106.705,107.3287,104.79,105.53,26375486.0,285307.0,106.041482
TSLA,2023-01-03 18:00:00+00:00,105.54,106.72,104.64,106.4799,22599721.0,231536.0,105.590995
TSLA,2023-01-03 19:00:00+00:00,106.4877,109.4,106.0,108.355,27376445.0,260083.0,107.516746
TSLA,2023-01-03 20:00:00+00:00,108.3527,109.0,107.21,108.055,29313487.0,266199.0,108.016317
TSLA,2023-01-03 21:00:00+00:00,108.1,108.15,107.8,107.92,7876114.0,12994.0,108.089457
TSLA,2023-01-03 22:00:00+00:00,107.9,108.01,107.8,107.84,362536.0,6605.0,109.847142
TSLA,2023-01-03 23:00:00+00:00,107.81,107.97,107.13,107.27,403189.0,6849.0,107.601598
TSLA,2023-01-04 00:00:00+00:00,107.27,107.5,107.0,107.0,412037.0,6916.0,107.269135
TSLA,2023-01-04 09:00:00+00:00,108.88,109.9,107.33,109.65,693072.0,16369.0,108.821225
TSLA,2023-01-04 10:00:00+00:00,109.61,110.49,109.3,110.07,393721.0,9788.0,109.985691
TSLA,2023-01-04 11:00:00+00:00,110.09,110.33,109.51,109.52,216755.0,5929.0,109.957815
TSLA,2023-01-04 12:00:00+00:00,109.51,109.75,108.73,109.61,864822.0,15223.0,109.118633
TSLA,2023-01-04 13:00:00+00:00,109.46,110.2415,107.3715,108.85,1734568.0,27606.0,109.327288
TSLA,2023-01-04 14:00:00+00:00,108.84,112.74,107.28,109.64,36588167.0,347246.0,110.422703
TSLA,2023-01-04 15:00:00+00:00,109.58,112.44,107.8201,111.9,35238763.0,332523.0,110.265946
TSLA,2023-01-04 16:00:00+00:00,111.92,114.59,110.66,113.18,28412174.0,244751.0,112.819693
TSLA,2023-01-04 17:00:00+00:00,113.19,113.36,111.43,111.7299,16664240.0,144921.0,112.582706
TSLA,2023-01-04 18:00:00+00:00,111.7335,114.0923,111.56,113.6011,15658627.0,135492.0,112.806923
TSLA,2023-01-04 19:00:00+00:00,113.521,114.3,111.84,113.61,23036089.0,194572.0,112.819617
TSLA,2023-01-04 20:00:00+00:00,113.61,113.85,112.25,113.64,17846997.0,158532.0,113.095138
TSLA,2023-01-04 21:00:00+00:00,113.56,113.72,112.91,112.95,5585426.0,7739.0,113.601122
TSLA,2023-01-04 22:00:00+00:00,112.95,113.48,112.95,113.3,241484.0,3435.0,113.183526
TSLA,2023-01-04 23:00:00+00:00,113.28,113.7,113.18,113.54,215309.0,3553.0,113.464577
TSLA,2023-01-05 00:00:00+00:00,113.55,113.69,113.34,113.66,248099.0,4475.0,113.506083
TSLA,2023-01-05 09:00:00+00:00,112.5,113.28,112.35,112.63,282041.0,6180.0,112.681691
TSLA,2023-01-05 10:00:00+00:00,112.54,114.38,112.5,113.92,187730.0,4458.0,113.503288
TSLA,2023-01-05 11:00:00+00:00,113.95,114.7,113.85,114.0,178509.0,4570.0,114.344779
TSLA,2023-01-05 12:00:00+00:00,114.1,114.85,113.9,114.25,457700.0,8345.0,114.33676
TSLA,2023-01-05 13:00:00+00:00,114.15,114.87,111.09,111.3,3418454.0,33369.0,112.984609
TSLA,2023-01-05 14:00:00+00:00,111.36,111.4,107.44,108.64,28433610.0,283321.0,108.893091
TSLA,2023-01-05 15:00:00+00:00,108.64,110.15,107.1601,107.93,30846687.0,306685.0,108.37745
TSLA,2023-01-05 16:00:00+00:00,107.9345,110.47,107.682,110.3713,20982679.0,179226.0,108.939698
TSLA,2023-01-05 17:00:00+00:00,110.38,110.52,109.21,109.75,16201151.0,122799.0,109.912844
TSLA,2023-01-05 18:00:00+00:00,109.75,111.75,109.51,110.69,20607338.0,146450.0,110.646866
TSLA,2023-01-05 19:00:00+00:00,110.72,111.3299,109.97,110.805,17439689.0,110574.0,110.739644
TSLA,2023-01-05 20:00:00+00:00,110.8093,111.2,110.06,110.37,15675212.0,118427.0,110.564483
TSLA,2023-01-05 21:00:00+00:00,110.34,110.43,110.06,110.32,5657010.0,4995.0,110.333317
TSLA,2023-01-05 22:00:00+00:00,110.34,110.34,110.02,110.17,252550.0,2635.0,110.194074
TSLA,2023-01-05 23:00:00+00:00,110.16,110.23,110.1,110.15,91481.0,2065.0,110.153697
TSLA,2023-01-06 00:00:00+00:00,110.15,110.4,110.15,110.35,187523.0,2581.0,110.27545
TSLA,2023-01-06 09:00:00+00:00,107.69,109.35,103.25,104.05,1151069.0,28079.0,104.680582
TSLA,2023-01-06 10:00:00+00:00,104.05,105.4,103.95,104.41,383531.0,9902.0,104.78725
TSLA,2023-01-06 11:00:00+00:00,104.36,104.93,104.2,104.35,274774.0,7190.0,104.57621
TSLA,2023-01-06 12:00:00+00:00,104.37,105.22,103.02,103.6,1809736.0,31912.0,103.837844
TSLA,2023-01-06 13:00:00+00:00,104.75,111.19,101.2,103.1,7994070.0,112403.0,103.181969
TSLA,2023-01-06 14:00:00+00:00,103.15,107.11,101.81,105.14,43573332.0,439964.0,103.997345
TSLA,2023-01-06 15:00:00+00:00,105.16,109.27,105.14,108.75,38959920.0,364315.0,107.077808
TSLA,2023-01-06 16:00:00+00:00,108.75,111.45,107.91,111.3301,27982149.0,253395.0,109.563731
TSLA,2023-01-06 17:00:00+00:00,111.3573,112.9176,110.64,111.28,29461684.0,222699.0,111.637715
TSLA,2023-01-06 18:00:00+00:00,111.3,112.04,110.23,111.8819,18238864.0,145784.0,111.233688
TSLA,2023-01-06 19:00:00+00:00,111.9,114.04,111.57,113.53,22309325.0,184208.0,112.997798
TSLA,2023-01-06 20:00:00+00:00,113.5218,114.39,112.45,113.02,25722563.0,199128.0,113.418591
TSLA,2023-01-06 21:00:00+00:00,113.01,113.18,112.87,112.93,6030945.0,6657.0,113.0527
TSLA,2023-01-06 22:00:00+00:00,112.9,113.09,112.87,113.06,220861.0,3014.0,112.986619
TSLA,2023-01-09 09:00:00+00:00,114.03,115.98,113.75,115.35,577135.0,12587.0,115.232606
TSLA,2023-01-09 10:00:00+00:00,115.35,115.35,114.63,114.86,216840.0,5713.0,115.0353
TSLA,2023-01-09 11:00:00+00:00,114.89,115.38,114.63,115.01,151694.0,4306.0,115.033248
TSLA,2023-01-09 12:00:00+00:00,115.11,118.14,114.98,117.14,1341266.0,24579.0,116.711544
TSLA,2023-01-09 13:00:00+00:00,115.1001,118.15,114.48,116.8489,1810956.0,30101.0,116.722607
TSLA,2023-01-09 14:00:00+00:00,116.8,122.5,116.77,122.4335,40111431.0,420739.0,119.640358
TSLA,2023-01-09 15:00:00+00:00,122.45,123.33,120.33,121.5,41922277.0,399538.0,121.974819
TSLA,2023-01-09 16:00:00+00:00,121.5,122.51,120.875,121.8478,21331759.0,189278.0,121.797866
TSLA,2023-01-09 17:00:00+00:00,121.84,122.6,121.01,122.1523,15544924.0,129963.0,121.880854
TSLA,2023-01-09 18:00:00+00:00,122.15,123.52,120.72,121.24,21904399.0,171941.0,122.129369
TSLA,2023-01-09 19:00:00+00:00,121.25,122.01,120.48,120.6001,18347571.0,139093.0,121.398584
TSLA,2023-01-09 20:00:00+00:00,120.6019,121.01,119.26,119.7999,22332884.0,192135.0,120.179628
TSLA,2023-01-09 21:00:00+00:00,119.8,121.1868,119.43,119.8721,7822733.0,7269.0,119.782177
TSLA,2023-01-09 22:00:00+00:00,119.9,120.0895,119.77,119.91,183221.0,2971.0,119.956145
TSLA,2023-01-09 23:00:00+00:00,119.9281,120.68,119.92,120.3,239156.0,5611.0,120.189444
TSLA,2023-01-10 00:00:00+00:00,120.3,120.33,119.45,119.55,367341.0,4461.0,119.802717
TSLA,2023-01-10 09:00:00+00:00,120.6,122.09,119.63,121.8,394084.0,9016.0,121.021624
TSLA,2023-01-10 10:00:00+00:00,121.87,122.0,121.06,121.64,200032.0,4917.0,121.614367
TSLA,2023-01-10 11:00:00+00:00,121.55,121.59,120.23,120.4,229473.0,5428.0,120.902558
TSLA,2023-01-10 12:00:00+00:00,120.42,120.67,117.2,118.41,1157320.0,22813.0,118.409687
TSLA,2023-01-10 13:00:00+00:00,118.46,121.8085,117.18,119.18,1904247.0,24507.0,118.754243
TSLA,2023-01-10 14:00:00+00:00,119.17,122.76,117.36,118.922,33043568.0,287530.0,119.924211
TSLA,2023-01-10 15:00:00+00:00,118.92,119.76,114.92,115.97,38472259.0,359008.0,117.258122
TSLA,2023-01-10 16:00:00+00:00,115.97,117.08,115.44,116.3199,20031326.0,177908.0,116.392749
TSLA,2023-01-10 17:00:00+00:00,116.31,117.77,115.71,117.41,16971676.0,132920.0,116.688387
TSLA,2023-01-10 18:00:00+00:00,117.4,118.25,117.01,117.8,16802265.0,118619.0,117.672917
TSLA,2023-01-10 19:00:00+00:00,117.8,118.12,117.24,117.6793,14090294.0,101342.0,117.692417
TSLA,2023-01-10 20:00:00+00:00,117.68,118.88,116.65,118.85,21302828.0,145244.0,117.859882
TSLA,2023-01-10 21:00:00+00:00,118.84,118.85,118.19,118.37,4837997.0,6040.0,118.814801
TSLA,2023-01-10 22:00:00+00:00,118.37,118.69,118.29,118.68,154975.0,2374.0,118.476653
TSLA,2023-01-10 23:00:00+00:00,118.68,118.69,118.5,118.59,124748.0,2122.0,118.578626
TSLA,2023-01-11 00:00:00+00:00,118.58,118.75,118.56,118.66,184469.0,2622.0,118.642269
TSLA,2023-01-11 09:00:00+00:00,118.63,119.9,118.23,119.61,315577.0,6959.0,119.366514
TSLA,2023-01-11 10:00:00+00:00,119.59,119.84,119.43,119.55,103627.0,2777.0,119.673588
TSLA,2023-01-11 11:00:00+00:00,119.65,119.86,119.05,119.6,127282.0,2853.0,119.47524
TSLA,2023-01-11 12:00:00+00:00,119.56,122.11,119.38,120.9,1032063.0,17320.0,121.092879
TSLA,2023-01-11 13:00:00+00:00,119.55,122.1,118.95,121.9,2166381.0,25716.0,121.34391
TSLA,2023-01-11 14:00:00+00:00,121.9,122.66,120.51,121.9575,28735359.0,263498.0,121.632555
TSLA,2023-01-11 15:00:00+00:00,121.96,125.95,121.72,122.68,49587172.0,423892.0,123.958136
TSLA,2023-01-11 16:00:00+00:00,122.6701,123.47,122.05,122.7399,23538733.0,189282.0,122.755846
TSLA,2023-01-11 17:00:00+00:00,122.7342,123.21,121.5,121.7129,18284037.0,146775.0,122.27366
TSLA,2023-01-11 18:00:00+00:00,121.72,122.5836,121.5,122.19,17911264.0,141725.0,122.07722
TSLA,2023-01-11 19:00:00+00:00,122.19,122.34,121.28,121.58,13830534.0,104392.0,121.907385
TSLA,2023-01-11 20:00:00+00:00,121.57,123.27,121.57,123.2086,24209579.0,168716.0,122.553926
TSLA,2023-01-11 21:00:00+00:00,123.2,123.22,123.0,123.06,6964337.0,5717.0,123.214051
TSLA,2023-01-11 22:00:00+00:00,123.13,123.19,123.05,123.17,163022.0,2880.0,123.14891
TSLA,2023-01-11 23:00:00+00:00,123.19,123.19,123.02,123.09,124262.0,2933.0,123.105672
TSLA,2023-01-12 00:00:00+00:00,123.09,123.2,123.04,123.19,230124.0,3824.0,123.12166
TSLA,2023-01-12 09:00:00+00:00,123.22,124.03,123.06,123.86,250070.0,6099.0,123.763906
TSLA,2023-01-12 10:00:00+00:00,123.83,123.83,120.7,121.9,391787.0,9892.0,121.85552
TSLA,2023-01-12 11:00:00+00:00,121.96,122.59,121.69,122.06,135582.0,3593.0,122.154471
TSLA,2023-01-12 12:00:00+00:00,122.06,123.72,121.72,123.5,647404.0,11685.0,123.111541
TSLA,2023-01-12 13:00:00+00:00,122.32,124.6,120.71,124.25,5023392.0,63771.0,123.033367
